 # system_clock,	AO-therm	CPU-therm	GPU-therm	PLL-therm	PMIC-Die	Tdiode_tegra	Tboard_tegra	thermal-fan-est.38bmp280_temp	bmp280_pressure
1466463698	26	26	22	21.5	100	27.75	27	23	36.43	104099
1466463699	26	26	22	21.5	100	27.75	27	23	36.43	104099
1466463700	26	26	22	21.5	100	27.75	27	23	36.43	104100
1466463701	26	26	22	21.5	100	27.75	27	23	36.44	104099
1466463702	26	26	22	21.5	100	27.75	27	23	36.43	104096
1466463703	26	26	22	21.5	100	27.75	27	23	36.43	104096
1466463704	26	26	22	21.5	100	27.75	27	23	36.43	104097
1466463705	26	26	22	21.5	100	27.75	27	23	36.43	104095
1466463706	26	26	22	21.5	100	27.75	27	23	36.42	104096
1466463707	26	26	22	21.5	100	27.75	27	23	36.44	104098
1466463708	26	26	22	21.5	100	27.75	27	23	36.43	104098
1466463709	26	26	22	21.5	100	27.75	27	23	36.43	104098
1466463710	26	26	22	21.5	100	27.75	27	23	36.43	104097
1466463711	26	26	22	21.5	100	27.75	27	23	36.44	104100
1466463712	26	26	22	21.5	100	27.75	27	23	36.43	104098
1466463713	26	26	22	21.5	100	27.75	27	23	36.43	104098
1466463714	26	26	22	21.5	100	27.75	27	23	36.44	104101
1466463715	26	26	22	21.5	100	27.75	27	23	36.43	104100
1466463716	26	26	22	21.5	100	27.75	27	23	36.44	104102
1466463717	26	26	22	21.5	100	27.75	27	23	36.45	104099
1466463718	26	26	22	21.5	100	27.75	27	23	36.43	104101
1466463719	26	26	22	21.5	100	27.75	27	23	36.44	104098
1466463720	26	26	22	21.5	100	27.75	27	23	36.44	104099
1466463721	26	26	22	21.5	100	27.75	27	23	36.43	104101
1466463722	26	26	22	21.5	100	27.75	27	23	36.43	104100
1466463723	26	26	22	21.5	100	27.75	27	23	36.44	104100
1466463724	26	26	22	21.5	100	27.75	27	23	36.44	104101
1466463725	26	26	22	21.5	100	27.75	27	23	36.43	104101
1466463726	26	26	22	21.5	100	27.75	27	23	36.43	104099
1466463727	26	26	22	21.5	100	27.75	27	23	36.44	104103
1466463728	26	26	22	21.5	100	27.75	27	23	36.44	104103
1466463729	26	26	22	21.5	100	27.75	27	23	36.45	104104
1466463730	26	26	22	21.5	100	27.75	27	23	36.44	104101
1466463731	26	26	22	21.5	100	27.75	27	23	36.44	104102
1466463732	26	26	22	21.5	100	27.75	27	23	36.44	104099
1466463733	26	26	22	21.5	100	27.75	27	23	36.44	104103
1466463734	26	26	22	21.5	100	27.75	27	23	36.44	104102
1466463735	26	26	22	21.5	100	27.75	27	23	36.44	104103
1466463736	26	26	22	21.5	100	27.75	27	23	36.45	104104
1466463737	26	26	22	21.5	100	27.75	27	23	36.45	104104
1466463738	26	26	22	21.5	100	27.75	27	23	36.45	104106
1466463739	26	26	22	21.5	100	27.75	27	23	36.45	104104
